Path (w/ version number), Path,  Groups,  Counts,  Rates (Hz)
HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_CrossL1_v11, HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_CrossL1_v,  TAU HIG SUS , 1, 51.48
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v4, HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,  EXO , 1, 51.48
HLT_PFMET140_PFMHT140_IDTight_v19, HLT_PFMET140_PFMHT140_IDTight_v,  SUS HIG EXO B2G , 1, 51.48
HLT_Trimuon5_3p5_2_Upsilon_Muon_v4, HLT_Trimuon5_3p5_2_Upsilon_Muon_v,  BPH , 1, 51.48
HLT_IsoMu24_eta2p1_TightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_CrossL1_v11, HLT_IsoMu24_eta2p1_TightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_CrossL1_v,  TAU HIG SUS , 1, 51.48
HLT_Mu18_Mu9_SameSign_DZ_v3, HLT_Mu18_Mu9_SameSign_DZ_v,  HIG , 1, 51.48
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v8, HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v,  SUS HIG EXO B2G , 1, 51.48
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v14, HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,  HIG SMP , 1, 51.48
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v17, HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v,  B2G , 1, 51.48
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v18, HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v,  SUS HIG EXO B2G , 1, 51.48
HLT_CaloMET300_HBHECleaned_v4, HLT_CaloMET300_HBHECleaned_v,  SUS HIG , 1, 51.48
HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_TightID_CrossL1_v11, HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_TightID_CrossL1_v,  TAU HIG SUS , 1, 51.48
HLT_Dimuon14_Phi_Barrel_Seagulls_v6, HLT_Dimuon14_Phi_Barrel_Seagulls_v,  BPH , 1, 51.48
HLT_PFJet500_v20, HLT_PFJet500_v,  SMP EXO , 1, 51.48
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v18, HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v,  EXO SUS , 1, 51.48
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v18, HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,  ALCA HIG SUS SMP B2G TOP EXO , 1, 51.48
HLT_Dimuon0_LowMass_L1_0er1p5_v7, HLT_Dimuon0_LowMass_L1_0er1p5_v,  BPH , 1, 51.48
HLT_Dimuon0_LowMass_L1_TM530_v5, HLT_Dimuon0_LowMass_L1_TM530_v,  BPH , 1, 51.48
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v19, HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v,  EXO SUS , 1, 51.48
HLT_ECALHT800_v10, HLT_ECALHT800_v,  EXO , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_TightID_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,  TAU HIG SUS , 0, 0.0
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET110_v7, HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET110_v,  TAU HIG EXO , 0, 0.0
HLT_DoubleMu20_7_Mass0to30_Photon23_v7, HLT_DoubleMu20_7_Mass0to30_Photon23_v,  SMP BPH , 0, 0.0
HLT_PFJetFwd140_v17, HLT_PFJetFwd140_v,  SMP , 0, 0.0
HLT_Mu30_TkMu0_Onia_v7, HLT_Mu30_TkMu0_Onia_v,  BPH , 0, 0.0
HLT_BTagMu_AK4DiJet40_Mu5_v12, HLT_BTagMu_AK4DiJet40_Mu5_v,  BTV , 0, 0.0
HLT_Mu19_v3, HLT_Mu19_v,  MUO , 0, 0.0
HLT_Dimuon24_Upsilon_noCorrL1_v5, HLT_Dimuon24_Upsilon_noCorrL1_v,  BPH , 0, 0.0
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v11, HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v,  TAU HIG EXO , 0, 0.0
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v14, HLT_DoubleMu4_PsiPrimeTrk_Displaced_v,  BPH , 0, 0.0
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v4, HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v,  EXO , 0, 0.0
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v14, HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,  TOP SUS SMP EXO , 0, 0.0
HLT_HT550_DisplacedDijet60_Inclusive_v12, HLT_HT550_DisplacedDijet60_Inclusive_v,  EXO , 0, 0.0
HLT_Mu7p5_Track3p5_Jpsi_v10, HLT_Mu7p5_Track3p5_Jpsi_v,  BPH , 0, 0.0
HLT_DiPFJetAve220_HFJEC_v15, HLT_DiPFJetAve220_HFJEC_v,  JME SMP , 0, 0.0
HLT_Mu7p5_L2Mu2_Jpsi_v9, HLT_Mu7p5_L2Mu2_Jpsi_v,  BPH , 0, 0.0
HLT_Ele115_CaloIdVT_GsfTrkIdT_v13, HLT_Ele115_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_AK8PFJetFwd260_v14, HLT_AK8PFJetFwd260_v,  SMP , 0, 0.0
HLT_Mu25_TkMu0_Onia_v7, HLT_Mu25_TkMu0_Onia_v,  BPH , 0, 0.0
HLT_Rsq0p40_v14, HLT_Rsq0p40_v,  SUS , 0, 0.0
HLT_AK8PFJetFwd60_v13, HLT_AK8PFJetFwd60_v,  SMP , 0, 0.0
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET130_v7, HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET130_v,  TAU HIG EXO , 0, 0.0
HLT_Ele250_CaloIdVT_GsfTrkIdT_v12, HLT_Ele250_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_Dimuon18_PsiPrime_v13, HLT_Dimuon18_PsiPrime_v,  BPH , 0, 0.0
HLT_PFJetFwd320_v18, HLT_PFJetFwd320_v,  SMP , 0, 0.0
HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v9, HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v,  SUS , 0, 0.0
HLT_DoubleMu2_Jpsi_DoubleTkMu0_Phi_v4, HLT_DoubleMu2_Jpsi_DoubleTkMu0_Phi_v,  BPH , 0, 0.0
HLT_Mu50_IsoVVVL_PFHT450_v14, HLT_Mu50_IsoVVVL_PFHT450_v,  SUS , 0, 0.0
HLT_Ele300_CaloIdVT_GsfTrkIdT_v12, HLT_Ele300_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_Ele200_CaloIdVT_GsfTrkIdT_v7, HLT_Ele200_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_Dimuon0_Upsilon_Muon_L1_TM0_v5, HLT_Dimuon0_Upsilon_Muon_L1_TM0_v,  BPH , 0, 0.0
HLT_Mu25_TkMu0_Phi_v7, HLT_Mu25_TkMu0_Phi_v,  BPH , 0, 0.0
HLT_BTagMu_AK4Jet300_Mu5_v11, HLT_BTagMu_AK4Jet300_Mu5_v,  BTV , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_TightID_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,  TAU HIG SUS EXO , 0, 0.0
HLT_Mu37_TkMu27_v4, HLT_Mu37_TkMu27_v,  B2G , 0, 0.0
HLT_Mu7p5_L2Mu2_Upsilon_v9, HLT_Mu7p5_L2Mu2_Upsilon_v,  BPH , 0, 0.0
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v11, HLT_PFHT800_PFMET85_PFMHT85_IDTight_v,  SUS EXO , 0, 0.0
HLT_DoubleMu48NoFiltersNoVtx_v4, HLT_DoubleMu48NoFiltersNoVtx_v,  EXO , 0, 0.0
HLT_Mu23_Mu12_SameSign_DZ_v3, HLT_Mu23_Mu12_SameSign_DZ_v,  HIG , 0, 0.0
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v17, HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,  SUS , 0, 0.0
HLT_DiPFJetAve60_v13, HLT_DiPFJetAve60_v,  JME SMP , 0, 0.0
HLT_Rsq0p35_v14, HLT_Rsq0p35_v,  SUS , 0, 0.0
HLT_Mu17_TrkIsoVVL_v12, HLT_Mu17_TrkIsoVVL_v,  MUO SUS SMP , 0, 0.0
HLT_Mu23_Mu12_SameSign_v3, HLT_Mu23_Mu12_SameSign_v,  HIG , 0, 0.0
HLT_RsqMR320_Rsq0p09_MR200_v14, HLT_RsqMR320_Rsq0p09_MR200_v,  SUS , 0, 0.0
HLT_TripleMu_12_10_5_v9, HLT_TripleMu_12_10_5_v,  SUS SMP , 0, 0.0
HLT_Dimuon24_Phi_noCorrL1_v5, HLT_Dimuon24_Phi_noCorrL1_v,  BPH , 0, 0.0
HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL_v3, HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL_v,  SMP , 0, 0.0
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v17, HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v,  HIG SUS SMP EXO , 0, 0.0
HLT_SingleJet30_Mu12_SinglePFJet40_v10, HLT_SingleJet30_Mu12_SinglePFJet40_v,  HIG , 0, 0.0
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v16, HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v,  SUS HIG SMP EXO , 0, 0.0
HLT_PFJetFwd450_v18, HLT_PFJetFwd450_v,  SMP , 0, 0.0
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v17, HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,  SUS , 0, 0.0
HLT_Mu7p5_Track3p5_Upsilon_v10, HLT_Mu7p5_Track3p5_Upsilon_v,  BPH , 0, 0.0
HLT_Photon30_HoverELoose_v10, HLT_Photon30_HoverELoose_v,  SMP , 0, 0.0
HLT_Mu7p5_Track2_Upsilon_v10, HLT_Mu7p5_Track2_Upsilon_v,  BPH , 0, 0.0
HLT_Ele28_HighEta_SC20_Mass55_v12, HLT_Ele28_HighEta_SC20_Mass55_v,  ALCA ECAL , 0, 0.0
HLT_Mu3_PFJet40_v15, HLT_Mu3_PFJet40_v,  SUS , 0, 0.0
HLT_Dimuon0_Jpsi_NoVertexing_v7, HLT_Dimuon0_Jpsi_NoVertexing_v,  BPH , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_TightID_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,  TAU HIG SUS EXO , 0, 0.0
HLT_HT430_DisplacedDijet60_DisplacedTrack_v12, HLT_HT430_DisplacedDijet60_DisplacedTrack_v,  EXO , 0, 0.0
HLT_AK8PFJet140_v14, HLT_AK8PFJet140_v,  SMP , 0, 0.0
HLT_PFJetFwd200_v17, HLT_PFJetFwd200_v,  SMP , 0, 0.0
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v13, HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v,  EXO , 0, 0.0
HLT_Dimuon18_PsiPrime_noCorrL1_v5, HLT_Dimuon18_PsiPrime_noCorrL1_v,  BPH , 0, 0.0
HLT_AK8PFHT750_TrimMass50_v11, HLT_AK8PFHT750_TrimMass50_v,  B2G EXO , 0, 0.0
HLT_DiPFJetAve80_HFJEC_v14, HLT_DiPFJetAve80_HFJEC_v,  JME SMP , 0, 0.0
HLT_AK8PFJetFwd450_v14, HLT_AK8PFJetFwd450_v,  SMP , 0, 0.0
HLT_DiPFJetAve100_HFJEC_v14, HLT_DiPFJetAve100_HFJEC_v,  JME SMP , 0, 0.0
HLT_DiPFJetAve140_v12, HLT_DiPFJetAve140_v,  JME SMP , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_CrossL1_v,  TAU HIG SUS EXO , 0, 0.0
HLT_HT650_DisplacedDijet60_Inclusive_v12, HLT_HT650_DisplacedDijet60_Inclusive_v,  EXO , 0, 0.0
HLT_BTagMu_AK8Jet300_Mu5_v11, HLT_BTagMu_AK8Jet300_Mu5_v,  BTV , 0, 0.0
HLT_Dimuon0_Upsilon_L1_5_v8, HLT_Dimuon0_Upsilon_L1_5_v,  BPH , 0, 0.0
HLT_Dimuon20_Jpsi_Barrel_Seagulls_v6, HLT_Dimuon20_Jpsi_Barrel_Seagulls_v,  BPH , 0, 0.0
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v17, HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v,  HIG SUS SMP , 0, 0.0
HLT_DiPFJetAve160_HFJEC_v14, HLT_DiPFJetAve160_HFJEC_v,  JME SMP , 0, 0.0
HLT_Mu15_IsoVVVL_PFHT600_v18, HLT_Mu15_IsoVVVL_PFHT600_v,  SUS B2G , 0, 0.0
HLT_AK8PFJetFwd400_v14, HLT_AK8PFJetFwd400_v,  SMP , 0, 0.0
HLT_Dimuon0_Jpsi_L1_NoOS_v6, HLT_Dimuon0_Jpsi_L1_NoOS_v,  BPH , 0, 0.0
HLT_BTagMu_AK8DiJet170_Mu5_v8, HLT_BTagMu_AK8DiJet170_Mu5_v,  BTV , 0, 0.0
HLT_AK8PFHT800_TrimMass50_v11, HLT_AK8PFHT800_TrimMass50_v,  B2G EXO , 0, 0.0
HLT_Photon175_v14, HLT_Photon175_v,  SMP SUS EXO , 0, 0.0
HLT_RsqMR300_Rsq0p09_MR200_v14, HLT_RsqMR300_Rsq0p09_MR200_v,  SUS , 0, 0.0
HLT_DoubleMu3_TkMu_DsTau3Mu_v3, HLT_DoubleMu3_TkMu_DsTau3Mu_v,  BPH , 0, 0.0
HLT_Ele145_CaloIdVT_GsfTrkIdT_v7, HLT_Ele145_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v18, HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v,  SUS , 0, 0.0
HLT_PFJetFwd400_v18, HLT_PFJetFwd400_v,  SMP , 0, 0.0
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v11, HLT_PFHT800_PFMET75_PFMHT75_IDTight_v,  SUS EXO , 0, 0.0
HLT_PFJet550_v10, HLT_PFJet550_v,  SMP EXO , 0, 0.0
HLT_DiPFJetAve200_v12, HLT_DiPFJetAve200_v,  JME SMP , 0, 0.0
HLT_BTagMu_AK4DiJet110_Mu5_v12, HLT_BTagMu_AK4DiJet110_Mu5_v,  BTV , 0, 0.0
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v10, HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v,  EXO , 0, 0.0
HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon_v3, HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon_v,  BPH , 0, 0.0
HLT_AK8PFJetFwd500_v14, HLT_AK8PFJetFwd500_v,  SMP , 0, 0.0
HLT_PFHT430_v16, HLT_PFHT430_v,  SUS , 0, 0.0
HLT_BTagMu_AK4DiJet170_Mu5_v11, HLT_BTagMu_AK4DiJet170_Mu5_v,  BTV , 0, 0.0
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v16, HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v,  SUS HIG SMP , 0, 0.0
HLT_DiJet110_35_Mjj650_PFMET120_v8, HLT_DiJet110_35_Mjj650_PFMET120_v,  HIG , 0, 0.0
HLT_Dimuon0_Upsilon_L1_4p5NoOS_v7, HLT_Dimuon0_Upsilon_L1_4p5NoOS_v,  BPH , 0, 0.0
HLT_PFHT180_v16, HLT_PFHT180_v,  SUS , 0, 0.0
HLT_TripleJet110_35_35_Mjj650_PFMET130_v8, HLT_TripleJet110_35_35_Mjj650_PFMET130_v,  HIG , 0, 0.0
HLT_DiJet110_35_Mjj650_PFMET110_v8, HLT_DiJet110_35_Mjj650_PFMET110_v,  HIG , 0, 0.0
HLT_Mu7p5_Track7_Jpsi_v10, HLT_Mu7p5_Track7_Jpsi_v,  BPH , 0, 0.0
HLT_Photon300_NoHE_v12, HLT_Photon300_NoHE_v,  HIG EXO , 0, 0.0
HLT_PFJet200_v18, HLT_PFJet200_v,  SMP EXO , 0, 0.0
HLT_Mu15_IsoVVVL_PFHT450_PFMET50_v14, HLT_Mu15_IsoVVVL_PFHT450_PFMET50_v,  SUS , 0, 0.0
HLT_TripleMu_10_5_5_DZ_v9, HLT_TripleMu_10_5_5_DZ_v,  SUS SMP , 0, 0.0
HLT_Mu37_Ele27_CaloIdL_MW_v4, HLT_Mu37_Ele27_CaloIdL_MW_v,  B2G , 0, 0.0
HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_1pr_v10, HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_1pr_v,  TAU HIG EXO , 0, 0.0
HLT_Dimuon0_Jpsi_v7, HLT_Dimuon0_Jpsi_v,  BPH , 0, 0.0
HLT_AK8PFJet420_TrimMass30_v10, HLT_AK8PFJet420_TrimMass30_v,  B2G EXO , 0, 0.0
HLT_DiJet110_35_Mjj650_PFMET130_v8, HLT_DiJet110_35_Mjj650_PFMET130_v,  HIG , 0, 0.0
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v17, HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,  SUS , 0, 0.0
HLT_AK8PFJetFwd200_v13, HLT_AK8PFJetFwd200_v,  SMP , 0, 0.0
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v9, HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v,  SUS , 0, 0.0
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v6, HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v,  EXO , 0, 0.0
HLT_AK8PFJet80_v14, HLT_AK8PFJet80_v,  SMP , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_CrossL1_v,  TAU HIG SUS EXO , 0, 0.0
HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL_v3, HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL_v,  BPH , 0, 0.0
HLT_Photon165_R9Id90_HE10_IsoM_v15, HLT_Photon165_R9Id90_HE10_IsoM_v,  SUS , 0, 0.0
HLT_Mu27_Ele37_CaloIdL_MW_v4, HLT_Mu27_Ele37_CaloIdL_MW_v,  B2G , 0, 0.0
HLT_CaloJet550_NoJetID_v7, HLT_CaloJet550_NoJetID_v,  EXO EGM , 0, 0.0
HLT_Dimuon25_Jpsi_noCorrL1_v5, HLT_Dimuon25_Jpsi_noCorrL1_v,  BPH , 0, 0.0
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v5, HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v,  BPH , 0, 0.0
HLT_DiPFJetAve300_HFJEC_v15, HLT_DiPFJetAve300_HFJEC_v,  JME SMP , 0, 0.0
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v11, HLT_PFHT500_PFMET110_PFMHT110_IDTight_v,  SUS EXO , 0, 0.0
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v18, HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v,  SUS , 0, 0.0
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v19, HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,  SUS , 0, 0.0
HLT_PFJetFwd500_v18, HLT_PFJetFwd500_v,  SMP , 0, 0.0
HLT_OldMu100_v3, HLT_OldMu100_v,  MUO , 0, 0.0
HLT_Ele135_CaloIdVT_GsfTrkIdT_v6, HLT_Ele135_CaloIdVT_GsfTrkIdT_v,  EXO B2G , 0, 0.0
HLT_TripleJet110_35_35_Mjj650_PFMET110_v8, HLT_TripleJet110_35_35_Mjj650_PFMET110_v,  HIG , 0, 0.0
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v15, HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,  SUS , 0, 0.0
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v13, HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v,  SUS , 0, 0.0
HLT_MET120_IsoTrk50_v9, HLT_MET120_IsoTrk50_v,  EXO , 0, 0.0
HLT_DiPFJetAve500_v13, HLT_DiPFJetAve500_v,  JME SMP , 0, 0.0
HLT_AK8PFJet200_v14, HLT_AK8PFJet200_v,  SMP , 0, 0.0
HLT_Dimuon25_Jpsi_v13, HLT_Dimuon25_Jpsi_v,  BPH , 0, 0.0
HLT_PFJetFwd80_v17, HLT_PFJetFwd80_v,  SMP , 0, 0.0
HLT_TriplePhoton_20_20_20_CaloIdLV2_v3, HLT_TriplePhoton_20_20_20_CaloIdLV2_v,  SMP , 0, 0.0
HLT_DiPFJetAve80_v12, HLT_DiPFJetAve80_v,  JME SMP , 0, 0.0
HLT_Dimuon0_Upsilon_L1_4p5_v8, HLT_Dimuon0_Upsilon_L1_4p5_v,  BPH , 0, 0.0
HLT_Ele20_WPLoose_Gsf_v5, HLT_Ele20_WPLoose_Gsf_v,  SMP , 0, 0.0
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v5, HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v,  EXO , 0, 0.0
HLT_DoubleMu43NoFiltersNoVtx_v4, HLT_DoubleMu43NoFiltersNoVtx_v,  EXO , 0, 0.0
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v14, HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,  TOP SUS SMP B2G EXO , 0, 0.0
HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v5, HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v,  BPH , 0, 0.0
HLT_DoubleL2Mu50_v2, HLT_DoubleL2Mu50_v,  MUO , 0, 0.0
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v15, HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,  SUS , 0, 0.0
HLT_Mu17_Photon30_IsoCaloId_v5, HLT_Mu17_Photon30_IsoCaloId_v,  SUS , 0, 0.0
HLT_AK8PFHT850_TrimMass50_v10, HLT_AK8PFHT850_TrimMass50_v,  B2G EXO , 0, 0.0
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v11, HLT_PFHT500_PFMET100_PFMHT100_IDTight_v,  SUS EXO , 0, 0.0
HLT_DiPFJetAve60_HFJEC_v14, HLT_DiPFJetAve60_HFJEC_v,  JME SMP , 0, 0.0
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v11, HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v,  TAU HIG EXO SUS , 0, 0.0
HLT_AK8PFHT900_TrimMass50_v10, HLT_AK8PFHT900_TrimMass50_v,  B2G EXO , 0, 0.0
HLT_TripleJet110_35_35_Mjj650_PFMET120_v8, HLT_TripleJet110_35_35_Mjj650_PFMET120_v,  HIG , 0, 0.0
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_CrossL1_v12, HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_CrossL1_v,  TAU HIG SUS EXO , 0, 0.0
HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon_v3, HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon_v,  BPH , 0, 0.0
HLT_Ele20_WPTight_Gsf_v5, HLT_Ele20_WPTight_Gsf_v,  SMP , 0, 0.0
HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v9, HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v,  SUS , 0, 0.0
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v19, HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,  SUS , 0, 0.0
HLT_Dimuon10_PsiPrime_Barrel_Seagulls_v6, HLT_Dimuon10_PsiPrime_Barrel_Seagulls_v,  BPH , 0, 0.0
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v5, HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v,  EXO , 0, 0.0
HLT_Mu19_TrkIsoVVL_v3, HLT_Mu19_TrkIsoVVL_v,  MUO , 0, 0.0
HLT_Ele15_IsoVVVL_PFHT600_v19, HLT_Ele15_IsoVVVL_PFHT600_v,  SUS B2G , 0, 0.0
HLT_HT430_DisplacedDijet40_DisplacedTrack_v12, HLT_HT430_DisplacedDijet40_DisplacedTrack_v,  EXO , 0, 0.0
HLT_Mu7p5_Track2_Jpsi_v10, HLT_Mu7p5_Track2_Jpsi_v,  BPH , 0, 0.0
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET90_v11, HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET90_v,  TAU HIG EXO , 0, 0.0
HLT_Mu7p5_Track7_Upsilon_v10, HLT_Mu7p5_Track7_Upsilon_v,  BPH , 0, 0.0
HLT_PFJetFwd260_v18, HLT_PFJetFwd260_v,  SMP , 0, 0.0
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v12, HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v,  EXO , 0, 0.0
HLT_Mu20_TkMu0_Phi_v7, HLT_Mu20_TkMu0_Phi_v,  BPH , 0, 0.0
HLT_Photon20_HoverELoose_v10, HLT_Photon20_HoverELoose_v,  SMP , 0, 0.0
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v11, HLT_PFHT700_PFMET85_PFMHT85_IDTight_v,  SUS EXO , 0, 0.0
